label,device_ms,ax,ay,az,gx,gy,gz,recv_unix_time
still,164173,0.0383,0.0137,-1.0503,4.281,2.969,-0.031,1788095174.393
still,164177,0.0381,0.0134,-1.0510,4.219,2.938,-0.094,1788095174.398
still,164182,0.0381,0.0134,-1.0518,4.188,2.844,-0.094,1788095174.402
still,164186,0.0383,0.0134,-1.0522,4.219,2.688,0.000,1788095174.406
still,164191,0.0388,0.0132,-1.0520,4.281,2.562,0.125,1788095174.411
still,164196,0.0386,0.0129,-1.0505,4.438,2.531,0.219,1788095174.416
still,164201,0.0381,0.0127,-1.0488,4.562,2.562,0.219,1788095174.420
still,164205,0.0371,0.0127,-1.0474,4.594,2.688,0.125,1788095174.425
still,164210,0.0359,0.0127,-1.0476,4.531,2.781,0.062,1788095174.430
still,164214,0.0347,0.0127,-1.0500,4.438,2.875,0.094,1788095174.434
still,164219,0.0337,0.0127,-1.0544,4.375,2.906,0.188,1788095174.439
still,164223,0.0337,0.0132,-1.0588,4.312,2.906,0.312,1788095174.443
still,164228,0.0342,0.0139,-1.0610,4.250,2.875,0.312,1788095174.448
still,164232,0.0356,0.0144,-1.0586,4.281,2.812,0.281,1788095174.452
still,164237,0.0371,0.0144,-1.0527,4.344,2.750,0.188,1788095174.457
still,164241,0.0378,0.0142,-1.0457,4.375,2.719,0.062,1788095174.461
still,164246,0.0381,0.0134,-1.0410,4.375,2.656,0.000,1788095174.465
still,164250,0.0378,0.0129,-1.0415,4.344,2.625,-0.094,1788095174.470
still,164255,0.0376,0.0127,-1.0464,4.312,2.594,-0.156,1788095174.474
still,164259,0.0378,0.0129,-1.0525,4.375,2.562,-0.125,1788095174.479
still,164264,0.0388,0.0134,-1.0566,4.469,2.562,0.031,1788095174.483
still,164268,0.0396,0.0142,-1.0559,4.562,2.562,0.250,1788095174.488
still,164273,0.0403,0.0146,-1.0518,4.594,2.500,0.375,1788095174.493
still,164278,0.0400,0.0149,-1.0466,4.625,2.500,0.406,1788095174.497
still,164282,0.0393,0.0149,-1.0449,4.656,2.531,0.281,1788095174.502
still,164287,0.0376,0.0151,-1.0481,4.625,2.562,0.125,1788095174.506
still,164291,0.0361,0.0151,-1.0542,4.562,2.688,0.000,1788095174.511
still,164312,0.0356,0.0139,-1.0503,4.406,2.719,-0.125,1788095174.532
still,164315,0.0361,0.0132,-1.0444,4.406,2.719,-0.125,1788095174.535
still,164318,0.0364,0.0129,-1.0427,4.469,2.656,-0.062,1788095174.538
still,164323,0.0366,0.0127,-1.0449,4.469,2.656,0.031,1788095174.543
still,164328,0.0366,0.0127,-1.0493,4.406,2.688,0.062,1788095174.547
still,164332,0.0366,0.0127,-1.0532,4.375,2.750,-0.031,1788095174.552
still,164337,0.0369,0.0127,-1.0549,4.344,2.750,-0.156,1788095174.556
still,164341,0.0371,0.0127,-1.0547,4.344,2.688,-0.250,1788095174.561
still,164345,0.0371,0.0129,-1.0540,4.375,2.562,-0.219,1788095174.565
still,164350,0.0369,0.0134,-1.0542,4.469,2.500,-0.125,1788095174.570
still,164355,0.0366,0.0137,-1.0552,4.531,2.500,-0.031,1788095174.575
still,164359,0.0369,0.0139,-1.0562,4.500,2.594,0.062,1788095174.579
still,164364,0.0376,0.0139,-1.0554,4.406,2.719,0.094,1788095174.583
still,164368,0.0383,0.0137,-1.0527,4.344,2.781,0.156,1788095174.588
still,164373,0.0383,0.0134,-1.0491,4.344,2.812,0.281,1788095174.592
still,164377,0.0378,0.0134,-1.0461,4.406,2.812,0.469,1788095174.597
still,164382,0.0371,0.0137,-1.0457,4.531,2.812,0.594,1788095174.602
still,164387,0.0364,0.0139,-1.0476,4.594,2.844,0.562,1788095174.607
still,164391,0.0359,0.0146,-1.0510,4.594,2.938,0.406,1788095174.611
still,164396,0.0361,0.0151,-1.0537,4.531,2.969,0.156,1788095174.616
still,164400,0.0364,0.0151,-1.0547,4.500,2.938,-0.094,1788095174.620
still,164405,0.0369,0.0151,-1.0542,4.438,2.875,-0.250,1788095174.625
still,164409,0.0371,0.0146,-1.0525,4.438,2.844,-0.281,1788095174.629
still,164414,0.0374,0.0144,-1.0508,4.500,2.875,-0.219,1788095174.633
still,164418,0.0376,0.0139,-1.0498,4.562,3.000,-0.094,1788095174.638
still,164423,0.0376,0.0137,-1.0496,4.531,3.125,0.000,1788095174.642
still,164427,0.0376,0.0134,-1.0500,4.438,3.125,0.031,1788095174.647
still,164432,0.0374,0.0132,-1.0505,4.281,3.000,0.031,1788095174.652
still,164436,0.0371,0.0127,-1.0508,4.219,2.844,-0.031,1788095174.656
still,164441,0.0369,0.0125,-1.0505,4.219,2.719,-0.125,1788095174.661
still,164446,0.0369,0.0122,-1.0505,4.250,2.688,-0.219,1788095174.666
still,164450,0.0371,0.0125,-1.0513,4.312,2.688,-0.312,1788095174.670
still,164455,0.0374,0.0129,-1.0525,4.312,2.719,-0.312,1788095174.675
still,164459,0.0376,0.0139,-1.0535,4.281,2.719,-0.219,1788095174.679
still,164464,0.0376,0.0144,-1.0540,4.312,2.688,-0.094,1788095174.684
still,164468,0.0374,0.0146,-1.0535,4.375,2.688,0.000,1788095174.688
still,164473,0.0369,0.0144,-1.0522,4.438,2.656,0.125,1788095174.693
still,164477,0.0369,0.0139,-1.0510,4.531,2.656,0.250,1788095174.697
still,164482,0.0369,0.0139,-1.0503,4.594,2.750,0.344,1788095174.702
still,164486,0.0369,0.0139,-1.0503,4.625,2.875,0.375,1788095174.706
still,164491,0.0369,0.0142,-1.0508,4.594,3.000,0.406,1788095174.711
still,164495,0.0371,0.0146,-1.0518,4.500,3.062,0.438,1788095174.715
still,164516,0.0378,0.0144,-1.0522,4.344,2.625,0.250,1788095174.736
still,164519,0.0378,0.0144,-1.0522,4.438,2.688,0.250,1788095174.739
still,164523,0.0376,0.0142,-1.0522,4.500,2.875,0.188,1788095174.742
still,164527,0.0371,0.0139,-1.0520,4.469,3.000,0.125,1788095174.747
still,164532,0.0369,0.0134,-1.0518,4.438,2.969,0.062,1788095174.752
still,164536,0.0369,0.0129,-1.0513,4.406,2.750,0.031,1788095174.756
still,164541,0.0366,0.0129,-1.0510,4.469,2.469,0.031,1788095174.760
still,164546,0.0364,0.0132,-1.0508,4.562,2.344,0.000,1788095174.765
still,164550,0.0361,0.0134,-1.0508,4.594,2.438,-0.031,1788095174.770
still,164555,0.0359,0.0134,-1.0510,4.469,2.656,-0.031,1788095174.774
still,164559,0.0359,0.0132,-1.0515,4.250,2.906,-0.031,1788095174.779
still,164564,0.0359,0.0132,-1.0522,4.125,3.062,0.000,1788095174.783
still,164568,0.0361,0.0129,-1.0527,4.156,3.094,0.000,1788095174.788
still,164573,0.0364,0.0129,-1.0525,4.281,3.094,0.000,1788095174.792
still,164577,0.0369,0.0129,-1.0520,4.438,3.031,0.000,1788095174.797
still,164582,0.0376,0.0132,-1.0513,4.438,2.938,0.062,1788095174.802
still,164586,0.0383,0.0134,-1.0508,4.375,2.781,0.125,1788095174.806
still,164591,0.0386,0.0137,-1.0508,4.281,2.688,0.125,1788095174.811
still,164595,0.0388,0.0139,-1.0510,4.281,2.656,0.062,1788095174.815
still,164600,0.0388,0.0142,-1.0510,4.344,2.656,-0.031,1788095174.820
still,164605,0.0388,0.0142,-1.0505,4.406,2.656,-0.094,1788095174.825
still,164609,0.0386,0.0139,-1.0498,4.406,2.688,-0.125,1788095174.829
still,164614,0.0381,0.0137,-1.0498,4.344,2.781,-0.125,1788095174.834
still,164618,0.0376,0.0137,-1.0505,4.281,2.906,-0.094,1788095174.838
still,164623,0.0371,0.0139,-1.0518,4.250,2.969,-0.031,1788095174.842
still,164627,0.0369,0.0142,-1.0527,4.281,2.969,0.094,1788095174.847
still,164631,0.0371,0.0142,-1.0535,4.375,2.938,0.188,1788095174.851
still,164636,0.0374,0.0137,-1.0535,4.469,2.906,0.188,1788095174.856
still,164641,0.0376,0.0129,-1.0530,4.500,2.844,0.188,1788095174.861
still,164645,0.0376,0.0125,-1.0522,4.500,2.781,0.219,1788095174.865
still,164650,0.0371,0.0122,-1.0515,4.438,2.750,0.219,1788095174.870
still,164655,0.0364,0.0125,-1.0508,4.406,2.750,0.219,1788095174.874
still,164659,0.0361,0.0129,-1.0503,4.375,2.812,0.156,1788095174.879
still,164664,0.0369,0.0132,-1.0491,4.312,2.781,0.031,1788095174.883
still,164668,0.0383,0.0129,-1.0474,4.094,2.406,-0.094,1788095174.888
still,164673,0.0400,0.0122,-1.0461,3.531,1.500,-0.156,1788095174.892
still,164677,0.0393,0.0125,-1.0483,2.844,0.344,-0.062,1788095174.896
still,164682,0.0359,0.0139,-1.0542,2.594,-0.125,0.094,1788095174.901
still,164686,0.0317,0.0156,-1.0601,3.188,0.625,0.125,1788095174.905
still,164691,0.0300,0.0166,-1.0623,4.375,2.281,0.062,1788095174.910
still,164695,0.0308,0.0161,-1.0608,5.594,4.062,-0.094,1788095174.915
still,164700,0.0337,0.0149,-1.0559,6.344,5.312,-0.125,1788095174.919
still,164721,0.0405,0.0132,-1.0461,3.531,1.625,0.406,1788095174.941
still,164724,0.0393,0.0137,-1.0483,3.531,1.625,0.406,1788095174.943
still,164727,0.0383,0.0142,-1.0500,3.281,1.219,0.094,1788095174.946
still,164732,0.0376,0.0142,-1.0513,3.250,1.156,-0.031,1788095174.951
still,164736,0.0366,0.0144,-1.0522,3.406,1.375,0.000,1788095174.956
still,164741,0.0364,0.0142,-1.0530,3.656,1.750,0.125,1788095174.960
still,164745,0.0364,0.0139,-1.0532,3.875,2.031,0.281,1788095174.965
still,164750,0.0369,0.0137,-1.0525,3.750,2.000,0.406,1788095174.969
still,164754,0.0374,0.0139,-1.0505,2.969,1.156,0.625,1788095174.974
still,164759,0.0374,0.0151,-1.0479,1.219,-0.781,1.219,1788095174.978
still,164763,0.0344,0.0166,-1.0474,-1.000,-3.250,2.188,1788095174.985
still,164768,0.0261,0.0166,-1.0505,-2.125,-4.531,3.125,1788095174.988
still,164772,0.0110,0.0120,-1.0544,-1.125,-3.469,3.594,1788095174.992
still,164777,-0.0090,0.0017,-1.0557,1.375,-0.781,3.469,1788095174.997
still,164782,-0.0227,-0.0078,-1.0540,3.781,1.844,2.812,1788095175.002
still,164786,-0.0110,-0.0051,-1.0522,4.875,3.156,1.938,1788095175.006
still,164791,0.0339,0.0112,-1.0525,4.562,3.062,1.344,1788095175.011
still,164795,0.0930,0.0293,-1.0547,3.625,2.250,1.719,1788095175.015
still,164800,0.1333,0.0359,-1.0571,3.094,1.719,3.312,1788095175.020
still,164804,0.1382,0.0305,-1.0576,3.281,1.875,5.812,1788095175.025
still,164809,0.1108,0.0205,-1.0552,3.938,2.531,8.375,1788095175.029
still,164814,0.0635,0.0112,-1.0513,4.531,3.250,10.125,1788095175.034
still,164818,0.0134,0.0039,-1.0476,4.938,3.781,11.062,1788095175.038
still,164823,-0.0198,-0.0017,-1.0457,5.281,4.312,11.719,1788095175.043
still,164827,-0.0276,-0.0044,-1.0457,5.625,4.719,12.812,1788095175.047
still,164831,-0.0183,-0.0042,-1.0466,5.781,4.812,14.750,1788095175.052
still,164836,-0.0068,-0.0012,-1.0483,5.562,4.438,17.625,1788095175.056
still,164841,-0.0022,0.0032,-1.0500,5.062,3.812,21.531,1788095175.061
still,164845,-0.0024,0.0085,-1.0525,4.438,3.250,26.281,1788095175.065
still,164850,-0.0015,0.0127,-1.0559,4.000,3.000,31.562,1788095175.070
still,164854,0.0046,0.0125,-1.0605,4.094,3.500,36.844,1788095175.075
still,164859,0.0159,0.0071,-1.0637,4.906,4.844,41.625,1788095175.079
still,164863,0.0276,0.0005,-1.0630,6.094,6.531,45.406,1788095175.083
still,164868,0.0342,-0.0027,-1.0571,6.812,7.438,47.906,1788095175.088
still,164873,0.0317,-0.0007,-1.0503,6.688,7.156,49.062,1788095175.093
still,164877,0.0203,0.0042,-1.0464,6.062,6.344,49.062,1788095175.097
still,164882,0.0061,0.0090,-1.0476,5.719,5.875,48.156,1788095175.102
still,164886,-0.0054,0.0132,-1.0547,6.281,6.312,46.781,1788095175.106
still,164891,-0.0132,0.0151,-1.0706,8.406,7.781,45.719,1788095175.111
still,164895,-0.0215,0.0144,-1.0955,12.906,10.469,46.219,1788095175.115
still,164900,-0.0310,0.0129,-1.1226,19.750,14.562,49.281,1788095175.120
still,164921,0.0757,0.0503,-1.1433,40.906,52.000,69.688,1788095175.141
still,164924,0.1208,0.0513,-1.1472,40.906,52.000,69.688,1788095175.144
still,164927,0.1360,0.0457,-1.1541,42.406,63.469,64.469,1788095175.147
still,164931,0.1201,0.0383,-1.1577,43.938,73.906,59.188,1788095175.151
still,164936,0.0906,0.0305,-1.1550,44.031,81.719,56.031,1788095175.156
still,164940,0.0659,0.0188,-1.1492,42.031,86.750,55.156,1788095175.160
still,164945,0.0547,0.0000,-1.1465,39.000,90.219,55.344,1788095175.165
still,164950,0.0549,-0.0251,-1.1521,36.281,93.906,55.188,1788095175.170
still,164954,0.0625,-0.0522,-1.1675,34.312,98.844,53.719,1788095175.174
still,164959,0.0776,-0.0750,-1.1897,32.875,105.438,50.656,1788095175.179
still,164963,0.1011,-0.0874,-1.2136,32.219,113.781,46.469,1788095175.183
still,164968,0.1340,-0.0867,-1.2351,33.188,123.375,42.094,1788095175.188
still,164972,0.1768,-0.0740,-1.2544,36.062,133.000,38.500,1788095175.192
still,164977,0.2305,-0.0540,-1.2764,40.156,140.250,36.500,1788095175.197
still,164982,0.2925,-0.0339,-1.3074,44.500,142.344,36.688,1788095175.202
still,164986,0.3528,-0.0212,-1.3494,49.000,137.688,39.438,1788095175.206
still,164990,0.3955,-0.0198,-1.3970,54.188,126.875,44.875,1788095175.211
still,164995,0.4089,-0.0276,-1.4395,60.531,112.656,52.625,1788095175.215
still,164999,0.3918,-0.0391,-1.4661,68.094,98.531,61.812,1788095175.219
still,165004,0.3545,-0.0469,-1.4717,76.625,87.250,71.344,1788095175.224
still,165009,0.3108,-0.0466,-1.4585,85.656,79.531,80.344,1788095175.229
still,165013,0.2732,-0.0398,-1.4336,94.625,74.375,88.594,1788095175.233
still,165018,0.2493,-0.0308,-1.4031,103.312,69.875,96.188,1788095175.238
still,165022,0.2395,-0.0227,-1.3713,111.750,64.406,103.594,1788095175.242
still,165027,0.2405,-0.0168,-1.3396,120.031,56.969,111.125,1788095175.247
still,165031,0.2471,-0.0127,-1.3093,127.969,47.594,118.812,1788095175.251
still,165036,0.2549,-0.0093,-1.2825,135.062,37.031,126.281,1788095175.256
still,165041,0.2627,-0.0088,-1.2629,140.750,26.688,132.875,1788095175.261
still,165045,0.2720,-0.0125,-1.2544,144.969,18.312,137.875,1788095175.265
still,165050,0.2837,-0.0210,-1.2563,148.438,13.281,140.844,1788095175.270
still,165054,0.2991,-0.0347,-1.2634,152.625,11.875,141.625,1788095175.274
still,165059,0.3162,-0.0518,-1.2690,158.938,13.250,140.594,1788095175.279
still,165063,0.3323,-0.0681,-1.2683,167.094,15.625,138.594,1788095175.283
still,165068,0.3464,-0.0803,-1.2625,175.250,17.312,136.438,1788095175.288
still,165072,0.3591,-0.0879,-1.2551,181.875,17.656,134.562,1788095175.293
still,165077,0.3713,-0.0957,-1.2505,187.062,17.031,132.781,1788095175.297
still,165081,0.3823,-0.1091,-1.2520,192.156,16.469,130.500,1788095175.301
still,165086,0.3899,-0.1321,-1.2600,198.656,16.906,127.031,1788095175.306
still,165090,0.3928,-0.1643,-1.2744,207.312,18.781,121.875,1788095175.310
still,165095,0.3921,-0.1992,-1.2930,218.094,22.125,115.031,1788095175.315
still,165100,0.3911,-0.2263,-1.3135,230.312,26.688,107.031,1788095175.320
still,165121,0.4141,-0.1121,-1.3333,274.312,57.906,81.062,1788095175.343
still,165124,0.4014,-0.1121,-1.3333,274.312,57.906,81.062,1788095175.344
still,165127,0.3694,-0.0950,-1.2981,274.906,61.250,84.594,1788095175.347
still,165131,0.3257,-0.0996,-1.2483,272.875,60.312,92.438,1788095175.351
still,165136,0.2822,-0.1245,-1.1904,269.219,53.906,103.688,1788095175.356
still,165140,0.2493,-0.1646,-1.1345,265.781,42.188,116.438,1788095175.360
still,165145,0.2300,-0.2119,-1.0896,264.781,26.594,128.406,1788095175.365
still,165149,0.2202,-0.2590,-1.0579,267.938,9.156,138.031,1788095175.369
still,165154,0.2144,-0.2998,-1.0366,275.594,-8.375,145.031,1788095175.374
still,165158,0.2104,-0.3303,-1.0215,286.594,-24.938,150.156,1788095175.379
still,165163,0.2122,-0.3491,-1.0103,298.969,-40.219,154.625,1788095175.383
still,165168,0.2229,-0.3594,-1.0024,311.156,-54.281,159.156,1788095175.388
still,165172,0.2429,-0.3660,-0.9980,322.781,-67.156,163.719,1788095175.392
still,165177,0.2678,-0.3728,-0.9966,334.562,-78.750,167.656,1788095175.397
still,165181,0.2922,-0.3818,-0.9963,347.375,-88.438,170.469,1788095175.401
still,165186,0.3115,-0.3918,-0.9956,361.656,-95.438,172.250,1788095175.406
still,165190,0.3245,-0.4009,-0.9907,377.125,-98.938,173.344,1788095175.411
still,165195,0.3303,-0.4084,-0.9792,393.031,-98.656,174.094,1788095175.415
still,165199,0.3291,-0.4165,-0.9585,408.625,-94.938,174.688,1788095175.419
still,165204,0.3210,-0.4270,-0.9282,423.094,-88.781,175.125,1788095175.424
still,165208,0.3096,-0.4395,-0.8901,436.188,-81.531,175.500,1788095175.428
still,165213,0.2991,-0.4502,-0.8472,447.812,-74.219,175.906,1788095175.433
still,165217,0.2932,-0.4551,-0.8018,457.812,-67.500,176.469,1788095175.437
still,165222,0.2900,-0.4539,-0.7537,465.438,-61.688,177.156,1788095175.442
still,165226,0.2847,-0.4514,-0.7014,469.500,-57.188,178.000,1788095175.446
still,165231,0.2698,-0.4539,-0.6460,468.781,-54.312,178.938,1788095175.451
still,165236,0.2415,-0.4658,-0.5918,462.812,-52.750,179.781,1788095175.456
still,165240,0.2021,-0.4880,-0.5444,451.938,-51.812,180.031,1788095175.460
still,165245,0.1587,-0.5181,-0.5105,437.000,-50.750,179.156,1788095175.464
still,165250,0.1201,-0.5532,-0.4941,418.844,-49.531,176.938,1788095175.470
still,165254,0.0923,-0.5884,-0.4946,398.562,-49.031,173.656,1788095175.473
still,165258,0.0764,-0.6179,-0.5068,378.000,-50.438,169.719,1788095175.478
still,165263,0.0693,-0.6350,-0.5237,359.688,-54.281,165.688,1788095175.483
still,165268,0.0676,-0.6365,-0.5381,346.062,-60.031,162.062,1788095175.487
still,165272,0.0691,-0.6226,-0.5444,338.531,-66.125,159.281,1788095175.492
still,165277,0.0723,-0.5972,-0.5381,336.719,-70.969,157.625,1788095175.496
still,165281,0.0737,-0.5642,-0.5166,338.625,-73.562,157.438,1788095175.501
still,165286,0.0696,-0.5254,-0.4792,341.719,-73.750,159.031,1788095175.505
still,165290,0.0566,-0.4841,-0.4272,343.906,-72.031,162.625,1788095175.510
still,165295,0.0342,-0.4463,-0.3633,343.812,-69.125,168.031,1788095175.514
still,165299,0.0042,-0.4185,-0.2937,340.469,-65.531,175.062,1788095175.519
still,165321,-0.1108,-0.4734,-0.1282,300.094,-47.031,207.312,1788095175.540
still,165324,-0.1270,-0.4963,-0.1411,300.094,-47.031,207.312,1788095175.543
still,165327,-0.1372,-0.5127,-0.1707,298.219,-47.156,209.219,1788095175.546
still,165331,-0.1431,-0.5229,-0.2048,300.219,-48.906,209.250,1788095175.551
still,165335,-0.1477,-0.5234,-0.2314,306.156,-50.812,207.812,1788095175.555
still,165340,-0.1538,-0.5098,-0.2417,314.625,-51.375,205.500,1788095175.560
still,165345,-0.1636,-0.4817,-0.2307,323.062,-49.500,202.906,1788095175.565
still,165349,-0.1775,-0.4448,-0.1980,329.250,-44.844,200.312,1788095175.569
still,165354,-0.1951,-0.4087,-0.1484,332.000,-37.594,197.812,1788095175.574
still,165358,-0.2168,-0.3806,-0.0896,331.438,-28.625,195.406,1788095175.578
still,165363,-0.2429,-0.3621,-0.0281,328.094,-19.188,193.031,1788095175.583
still,165367,-0.2737,-0.3501,0.0327,322.656,-10.750,190.625,1788095175.587
still,165372,-0.3081,-0.3406,0.0928,315.750,-4.750,188.031,1788095175.591
still,165376,-0.3445,-0.3313,0.1538,308.062,-1.969,185.125,1788095175.596
still,165381,-0.3823,-0.3228,0.2153,300.219,-2.406,181.906,1788095175.601
still,165385,-0.4207,-0.3164,0.2742,292.562,-5.375,178.500,1788095175.605
still,165390,-0.4587,-0.3135,0.3242,285.250,-9.781,175.062,1788095175.610
still,165394,-0.4946,-0.3140,0.3586,278.438,-14.406,171.500,1788095175.614
still,165399,-0.5259,-0.3164,0.3735,272.500,-18.219,167.844,1788095175.619
still,165404,-0.5508,-0.3176,0.3694,267.750,-20.656,164.156,1788095175.624
still,165408,-0.5693,-0.3149,0.3528,263.938,-21.719,160.625,1788095175.628
still,165413,-0.5835,-0.3076,0.3333,260.156,-21.750,157.469,1788095175.633
still,165417,-0.5952,-0.2976,0.3196,255.531,-21.219,154.781,1788095175.637
still,165422,-0.6057,-0.2869,0.3167,249.625,-20.500,152.375,1788095175.642
still,165426,-0.6157,-0.2754,0.3259,242.719,-19.844,150.156,1788095175.646
still,165431,-0.6243,-0.2620,0.3457,235.312,-19.281,148.062,1788095175.650
still,165435,-0.6316,-0.2468,0.3711,227.750,-18.812,146.375,1788095175.655
still,165440,-0.6379,-0.2322,0.3955,220.312,-18.312,145.250,1788095175.660
still,165444,-0.6440,-0.2207,0.4150,213.500,-17.625,144.719,1788095175.664
still,165449,-0.6504,-0.2122,0.4287,207.844,-16.688,144.594,1788095175.669
still,165453,-0.6567,-0.2041,0.4397,203.438,-15.656,144.781,1788095175.674
still,165458,-0.6636,-0.1946,0.4519,199.781,-14.750,145.188,1788095175.678
still,165463,-0.6709,-0.1836,0.4685,196.094,-14.031,145.719,1788095175.683
still,165467,-0.6794,-0.1726,0.4897,191.812,-13.188,146.156,1788095175.687
still,165472,-0.6882,-0.1646,0.5127,186.844,-11.625,146.219,1788095175.692
still,165477,-0.6958,-0.1602,0.5322,181.531,-9.062,145.719,1788095175.697
still,165481,-0.7019,-0.1592,0.5432,176.281,-5.781,144.562,1788095175.701
still,165486,-0.7073,-0.1604,0.5432,171.438,-2.594,142.906,1788095175.705
still,165490,-0.7126,-0.1636,0.5330,167.375,-0.406,140.969,1788095175.710
still,165494,-0.7192,-0.1670,0.5164,165.062,0.406,139.125,1788095175.714
still,165499,-0.7273,-0.1670,0.4998,165.812,-0.031,138.062,1788095175.718
still,165503,-0.7371,-0.1606,0.4885,169.812,-1.531,138.344,1788095175.723
still,165525,-0.7864,-0.1118,0.5493,168.125,-18.312,143.000,1788095175.745
still,165528,-0.7993,-0.1067,0.5786,168.125,-18.312,143.000,1788095175.747
still,165531,-0.8110,-0.1035,0.6011,160.594,-17.719,139.812,1788095175.751
still,165535,-0.8215,-0.1001,0.6138,153.500,-14.688,135.625,1788095175.755
still,165540,-0.8311,-0.0952,0.6184,147.000,-10.281,131.000,1788095175.759
still,165544,-0.8411,-0.0894,0.6191,140.656,-5.625,126.531,1788095175.764
still,165549,-0.8521,-0.0835,0.6194,134.094,-1.344,122.469,1788095175.768
still,165553,-0.8633,-0.0786,0.6191,127.469,2.500,118.906,1788095175.773
still,165558,-0.8735,-0.0750,0.6160,121.312,6.062,115.656,1788095175.778
still,165562,-0.8818,-0.0735,0.6074,116.000,9.281,112.562,1788095175.783
still,165567,-0.8882,-0.0747,0.5938,111.500,11.781,109.438,1788095175.787
still,165571,-0.8948,-0.0774,0.5779,107.562,13.156,106.156,1788095175.792
still,165576,-0.9028,-0.0798,0.5627,104.000,13.406,102.750,1788095175.796
still,165581,-0.9136,-0.0803,0.5505,100.844,12.781,99.219,1788095175.800
still,165585,-0.9263,-0.0793,0.5413,98.094,11.906,95.500,1788095175.805
